store_id,store_id,product_key,calendar_date,on_hand_qty,total_units,total_sales,promotional_units,promotional_sales,join_quality,available_day
126,126,1,3/1/2015,54.0,0,0.0,0,0.0,BOTH,1
126,126,1,3/2/2015,52.0,2,11.94,2,11.94,BOTH,1
126,126,1,3/3/2015,49.0,3,17.91,3,17.91,BOTH,1
126,126,1,3/4/2015,45.0,4,23.88,4,23.88,BOTH,1
126,126,1,3/5/2015,41.0,4,23.88,4,23.88,BOTH,1
126,126,1,3/6/2015,37.0,4,23.88,4,23.88,BOTH,1
126,126,1,3/7/2015,30.0,7,41.79,7,41.79,BOTH,1
126,126,1,3/8/2015,16.0,3,17.91,3,17.91,BOTH,1
126,126,1,3/9/2015,13.0,3,17.91,3,17.91,BOTH,1
126,126,1,3/10/2015,11.0,2,11.94,2,11.94,BOTH,1
126,126,1,3/11/2015,10.0,1,5.97,1,5.97,BOTH,1
126,126,1,3/12/2015,6.0,4,23.88,4,23.88,BOTH,1
126,126,1,3/13/2015,43.0,3,17.91,3,17.91,BOTH,1
126,126,1,3/14/2015,34.0,9,53.73,9,53.73,BOTH,1
126,126,1,3/15/2015,33.0,1,5.97,0,0.0,BOTH,1
126,126,1,3/16/2015,31.0,2,11.94,0,0.0,BOTH,1
126,126,1,3/17/2015,27.0,4,23.88,0,0.0,BOTH,1
126,126,1,3/18/2015,20.0,7,41.79,0,0.0,BOTH,1
126,126,1,3/19/2015,14.0,6,35.82,0,0.0,BOTH,1
126,126,1,3/20/2015,13.0,1,5.97,0,0.0,BOTH,1
126,126,1,3/21/2015,50.0,3,17.91,0,0.0,BOTH,1
126,126,1,3/22/2015,28.0,22,131.34,0,0.0,BOTH,1
126,126,1,3/23/2015,23.0,5,29.85,0,0.0,BOTH,1
126,126,1,3/24/2015,9.0,14,83.58,0,0.0,BOTH,1
126,126,1,3/25/2015,9.0,0,0.0,0,0.0,BOTH,1
126,126,1,3/26/2015,46.0,3,17.91,0,0.0,BOTH,1
126,126,1,3/27/2015,40.0,6,35.82,0,0.0,BOTH,1
126,126,1,3/28/2015,35.0,5,29.85,0,0.0,BOTH,1
126,126,1,3/29/2015,23.0,12,71.64,0,0.0,BOTH,1
126,126,1,3/30/2015,21.0,2,11.94,0,0.0,BOTH,1
126,126,1,3/31/2015,15.0,6,35.82,0,0.0,BOTH,1
126,126,1,4/1/2015,15.0,0,0.0,0,0.0,BOTH,1
126,126,1,4/2/2015,7.0,8,47.76,0,0.0,BOTH,1
126,126,1,4/3/2015,34.0,13,77.61,0,0.0,BOTH,1
126,126,1,4/4/2015,25.0,9,53.73,0,0.0,BOTH,1
126,126,1,4/5/2015,23.0,2,11.94,2,11.94,BOTH,1
126,126,1,4/6/2015,16.0,7,41.79,7,41.79,BOTH,1
126,126,1,4/7/2015,12.0,4,23.88,4,23.88,BOTH,1
126,126,1,4/8/2015,12.0,0,0.0,0,0.0,BOTH,1
126,126,1,4/9/2015,47.0,5,29.85,5,29.85,BOTH,1
126,126,1,4/10/2015,40.0,7,41.79,7,41.79,BOTH,1
126,126,1,4/11/2015,30.0,10,59.7,10,59.7,BOTH,1
126,126,1,4/12/2015,21.0,9,53.73,0,0.0,BOTH,1
126,126,1,4/13/2015,13.0,8,47.76,0,0.0,BOTH,1
126,126,1,4/14/2015,8.0,5,29.85,0,0.0,BOTH,1
126,126,1,4/15/2015,44.0,4,23.88,0,0.0,BOTH,1
126,126,1,4/16/2015,34.0,10,59.7,0,0.0,BOTH,1
126,126,1,4/17/2015,28.0,9,53.73,0,0.0,BOTH,1
126,126,1,4/18/2015,15.0,10,59.7,0,0.0,BOTH,1
126,126,1,4/19/2015,10.0,5,29.85,0,0.0,BOTH,1
126,126,1,4/20/2015,10.0,0,0.0,0,0.0,BOTH,1
